fundISINCode,holdingISINCode,currency,securityName,weight,reportDate
HK0000102936,XS2226808322,USD,CNAC (HK) Finbridge Company Limited 3.35%,0.008433,2021/10/31
HK0000102936,TH0623038C04,THB,Thailand (Kingdom Of) 2.875%,0.00843,2021/10/31
HK0000102936,,USD,PT Indonesia Asahan Aluminium (Persero) 5.8%,0.008244,2021/10/31
HK0000102936,IDG000010307,IDR,Indonesia (Republic of) 6.125%,0.007911,2021/10/31
HK0000102936,XS1711550456,USD,Huarong Finance 2017 Co. Ltd 4%,0.007636,2021/10/31
HK0000102936,XS2098347821,USD,Gemstones International Limited 12%,0.007544,2021/10/31
HK0000102936,XS2179918037,USD,CNPC Global Capital Limited 2%,0.007461,2021/10/31
HK0000105533,MX0MGO0000H9,MXN,Mexico (United Mexican States) 8.5%,0.010805,2021/10/31
HK0000105533,IDG000015207,IDR,Indonesia (Republic of) 6.5%,0.009882,2021/10/31
HK0000105533,MX0MGO0000P2,MXN,Mexico (United Mexican States) 7.75%,0.008767,2021/10/31
HK0000105533,XS2226808322,USD,CNAC (HK) Finbridge Company Limited 3.35%,0.008433,2021/10/31
HK0000105533,TH0623038C04,THB,Thailand (Kingdom Of) 2.875%,0.00843,2021/10/31
HK0000105533,,USD,PT Indonesia Asahan Aluminium (Persero) 5.8%,0.008244,2021/10/31
HK0000105533,IDG000010307,IDR,Indonesia (Republic of) 6.125%,0.007911,2021/10/31
HK0000105533,XS1711550456,USD,Huarong Finance 2017 Co. Ltd 4%,0.007636,2021/10/31
HK0000105533,XS2098347821,USD,Gemstones International Limited 12%,0.007544,2021/10/31
HK0000105533,XS2179918037,USD,CNPC Global Capital Limited 2%,0.007461,2021/10/31
HK0000123940,,USD,Sea Ltd ADR,0.079987,2021/11/30
HK0000123940,SG1L01001701,SGD,DBS Group Holdings Ltd,0.079179,2021/11/30
HK0000123940,ID1000109507,IDR,PT Bank Central Asia Tbk,0.065459,2021/11/30
HK0000123940,SG1S04926220,SGD,Oversea-Chinese Banking Corp Ltd,0.050475,2021/11/30
HK0000123940,ID1000118201,IDR,PT Bank Rakyat Indonesia (Persero) Tbk Class B,0.043072,2021/11/30
HK0000123940,ID1000129000,IDR,PT Telkom Indonesia (Persero) Tbk Class B,0.034695,2021/11/30
HK0000123940,TH0765010Z16,THB,Airports Of Thailand PLC,0.022677,2021/11/30
HK0000123940,MYL1295OO004,MYR,Public Bank Bhd,0.021673,2021/11/30
HK0000123940,,PHP,SM Prime Holdings Inc,0.018421,2021/11/30
HK0000123940,ID1000122807,IDR,PT Astra International Tbk,0.017797,2021/11/30
HK0000130705,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.097356,2021/6/30
HK0000130705,,HKD,Tencent Holdings Ltd,0.091199,2021/6/30
HK0000130705,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.090449,2021/6/30
HK0000130705,CNE100000G29,CNY,China Tourism Group Duty Free Corp Ltd Class A,0.089195,2021/6/30
HK0000130705,CNE000000DH5,CNY,Shanxi Xinghuacun Fen Wine Factory Co Ltd,0.076781,2021/6/30
HK0000130705,CNE000000GF2,CNY,Luzhou Laojiao Co Ltd,0.074003,2021/6/30
HK0000130705,,USD,Apple Inc,0.070936,2021/6/30
HK0000130705,,USD,BioNTech SE ADR,0.068629,2021/6/30
HK0000130705,CNE100000V20,CNY,Chongqing Zhifei Biological Products Co Ltd,0.044908,2021/6/30
HK0000130705,CNE1000003G1,HKD,Industrial And Commercial Bank Of China Ltd Class H,0.043712,2021/6/30
HK0000151891,TW0002330008,TWD,Taiwan Semiconductor Manufacturing Co Ltd,0.094604,2021/10/31
HK0000151891,KR7005930003,KRW,Samsung Electronics Co Ltd,0.071236,2021/10/31
HK0000151891,SG1L01001701,SGD,DBS Group Holdings Ltd,0.031628,2021/10/31
HK0000151891,,USD,Infosys Ltd ADR,0.029712,2021/10/31
HK0000151891,CNE000000JP5,CNY,Inner Mongolia Yili Industrial Group Co Ltd Class A,0.027014,2021/10/31
HK0000151891,CNE1000048K8,HKD,Haier Smart Home Co Ltd Class H,0.02249,2021/10/31
HK0000151891,SG1M31001969,SGD,United Overseas Bank Ltd,0.022479,2021/10/31
HK0000151891,,HKD,NetEase Inc Ordinary Shares,0.022246,2021/10/31
HK0000151891,ID1000129000,IDR,PT Telkom Indonesia (Persero) Tbk Class B,0.021102,2021/10/31
HK0000151891,CNE1000002H1,HKD,China Construction Bank Corp Class H,0.020637,2021/10/31
HK0000161320,HK0000135993,HKD,Kowloon-Canton Railway Corporation 3.82%,0.039175,2020/12/31
HK0000161320,HK0000085537,HKD,The Government of Hong Kong Special Administrative Region 2.46%,0.037896,2020/12/31
HK0000161320,,,Haitong Intl Securities Group Ltd Cb 0% A,0.036141,2020/12/31
HK0000161320,,,Guotai Junan Intl Hldgs Ltd 2.5% A,0.031975,2020/12/31
HK0000161320,HK0000579604,HKD,Wharf REIC Finance (BVI) Limited 2.1%,0.031489,2020/12/31
HK0000161320,HK0000212438,HKD,Hong Kong Monetary Authority 2.24%,0.029784,2020/12/31
HK0000161320,HK0000329679,HKD,The Government of Hong Kong Special Administrative Region 1.89%,0.027638,2020/12/31
HK0000161320,HK0000565108,HKD,Wharf REIC Finance (BVI) Limited 2.8%,0.018948,2020/12/31
HK0000161320,HK0000331998,HKD,Swire Pacific MTN Financing Limited 3.9%,0.016912,2020/12/31
HK0000161320,XS1905500879,HKD,Henderson Land Mtn Limited 3.6%,0.016885,2020/12/31
HK0000181096,,,Agricultural Development Bank Of China Coltd 2.75% A,0.054352,2021/6/30
HK0000181096,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.045417,2021/6/30
HK0000181096,,,Agricultural Bank Of China Ltd 0% A,0.035136,2021/6/30
HK0000181096,CNE000001B33,CNY,China Merchants Bank Co Ltd,0.033827,2021/6/30
HK0000181096,CND10003VNW6,CNY,China (People's Republic Of) 2.89%,0.031765,2021/6/30
HK0000181096,CND1000203X3,CNY,Bank of China Group Investment Ltd 4.13%,0.025461,2021/6/30
HK0000181096,CND10001QPZ8,CNY,"Industrial Bank Co., Ltd. 3.99%",0.021797,2021/6/30
HK0000181096,CNE100000742,CNY,China Construction Bank Corp,0.020391,2021/6/30
HK0000181096,CNE100001TS5,CNY,Yifeng Pharmacy Chain Co Ltd A,0.019689,2021/6/30
HK0000181096,CNE100000MD4,CNY,East Money Information Co Ltd,0.019669,2021/6/30
HK0000181112,,,Agricultural Development Bank Of China Coltd 2.75% A,0.054352,2021/6/30
HK0000181112,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.045417,2021/6/30
HK0000181112,,,Agricultural Bank Of China Ltd 0% A,0.035136,2021/6/30
HK0000181112,CNE000001B33,CNY,China Merchants Bank Co Ltd,0.033827,2021/6/30
HK0000181112,CND10003VNW6,CNY,China (People's Republic Of) 2.89%,0.031765,2021/6/30
HK0000181112,CND1000203X3,CNY,Bank of China Group Investment Ltd 4.13%,0.025461,2021/6/30
HK0000181112,CND10001QPZ8,CNY,"Industrial Bank Co., Ltd. 3.99%",0.021797,2021/6/30
HK0000181112,CNE100000742,CNY,China Construction Bank Corp,0.020391,2021/6/30
HK0000181112,CNE100001TS5,CNY,Yifeng Pharmacy Chain Co Ltd A,0.019689,2021/6/30
HK0000181112,CNE100000MD4,CNY,East Money Information Co Ltd,0.019669,2021/6/30
HK0000181138,,,Agricultural Development Bank Of China Coltd 2.75% A,0.054352,2021/6/30
HK0000181138,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.045417,2021/6/30
HK0000181138,,,Agricultural Bank Of China Ltd 0% A,0.035136,2021/6/30
HK0000181138,CNE000001B33,CNY,China Merchants Bank Co Ltd,0.033827,2021/6/30
HK0000181138,CND10003VNW6,CNY,China (People's Republic Of) 2.89%,0.031765,2021/6/30
HK0000181138,CND1000203X3,CNY,Bank of China Group Investment Ltd 4.13%,0.025461,2021/6/30
HK0000181138,CND10001QPZ8,CNY,"Industrial Bank Co., Ltd. 3.99%",0.021797,2021/6/30
HK0000181138,CNE100000742,CNY,China Construction Bank Corp,0.020391,2021/6/30
HK0000181138,CNE100001TS5,CNY,Yifeng Pharmacy Chain Co Ltd A,0.019689,2021/6/30
HK0000181138,CNE100000MD4,CNY,East Money Information Co Ltd,0.019669,2021/6/30
HK0000216926,,HKD,Tencent Holdings Ltd,0.062905,2021/10/31
HK0000216926,,HKD,Alibaba Group Holding Ltd Ordinary Shares,0.0469,2021/10/31
HK0000216926,HK0000778412,HKD,The Government of Hong Kong Special Administrative Region 0%,0.032952,2021/10/31
HK0000216926,CNE1000002H1,HKD,China Construction Bank Corp Class H,0.023276,2021/10/31
HK0000216926,,HKD,Meituan,0.020475,2021/10/31
HK0000216926,CNE100000TP3,CNY,Luxshare Precision Industry Co Ltd,0.015315,2021/10/31
HK0000216926,,HKD,WuXi Biologics (Cayman) Inc,0.014453,2021/10/31
HK0000216926,,HKD,China Mengniu Dairy Co Ltd,0.013402,2021/10/31
HK0000216926,HK0883013259,HKD,CNOOC Ltd,0.01164,2021/10/31
HK0000216926,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.01158,2021/10/31
HK0000216942,,HKD,Tencent Holdings Ltd,0.062905,2021/10/31
HK0000216942,,HKD,Alibaba Group Holding Ltd Ordinary Shares,0.0469,2021/10/31
HK0000216942,HK0000778412,HKD,The Government of Hong Kong Special Administrative Region 0%,0.032952,2021/10/31
HK0000216942,CNE1000002H1,HKD,China Construction Bank Corp Class H,0.023276,2021/10/31
HK0000216942,,HKD,Meituan,0.020475,2021/10/31
HK0000216942,CNE100000TP3,CNY,Luxshare Precision Industry Co Ltd,0.015315,2021/10/31
HK0000216942,,HKD,WuXi Biologics (Cayman) Inc,0.014453,2021/10/31
HK0000216942,,HKD,China Mengniu Dairy Co Ltd,0.013402,2021/10/31
HK0000216942,HK0883013259,HKD,CNOOC Ltd,0.01164,2021/10/31
HK0000216942,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.01158,2021/10/31
HK0000252152,,HKD,Tencent Holdings Ltd,0.085738,2021/6/30
HK0000252152,HK0883013259,HKD,CNOOC Ltd,0.059375,2021/6/30
HK0000252152,,HKD,Meituan,0.055537,2021/6/30
HK0000252152,,HKD,ENN Energy Holdings Ltd,0.044171,2021/6/30
HK0000252152,,USD,Xiaomi Corp ADR,0.030259,2021/6/30
HK0000252152,,USD,BYD Co Ltd ADR,0.028625,2021/6/30
HK0000252152,,HKD,Li Ning Co Ltd,0.028331,2021/6/30
HK0000252152,CNE000000CG9,CNY,Haier Smart Home Co Ltd,0.025917,2021/6/30
HK0000252152,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.025132,2021/6/30
HK0000252152,,HKD,Man Wah Holdings Ltd,0.025095,2021/6/30
HK0000252160,,HKD,Tencent Holdings Ltd,0.085738,2021/6/30
HK0000252160,HK0883013259,HKD,CNOOC Ltd,0.059375,2021/6/30
HK0000252160,,HKD,Meituan,0.055537,2021/6/30
HK0000252160,,HKD,ENN Energy Holdings Ltd,0.044171,2021/6/30
HK0000252160,,USD,Xiaomi Corp ADR,0.030259,2021/6/30
HK0000252160,,USD,BYD Co Ltd ADR,0.028625,2021/6/30
HK0000252160,,HKD,Li Ning Co Ltd,0.028331,2021/6/30
HK0000252160,CNE000000CG9,CNY,Haier Smart Home Co Ltd,0.025917,2021/6/30
HK0000252160,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.025132,2021/6/30
HK0000252160,,HKD,Man Wah Holdings Ltd,0.025095,2021/6/30
HK0000264884,TW0002330008,TWD,Taiwan Semiconductor Manufacturing Co Ltd,0.09155,2021/9/30
HK0000264884,,HKD,Meituan,0.062789,2021/9/30
HK0000264884,,HKD,Tencent Holdings Ltd,0.056824,2021/9/30
HK0000264884,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.048207,2021/9/30
HK0000264884,HK0669013440,HKD,Techtronic Industries Co Ltd,0.047907,2021/9/30
HK0000264884,CNE0000018R8,CNY,Kweichow Moutai Co Ltd,0.043084,2021/9/30
HK0000264884,,HKD,Innovent Biologics Inc,0.040205,2021/9/30
HK0000264884,HK0000069689,HKD,AIA Group Ltd,0.035941,2021/9/30
HK0000264884,,HKD,Li Ning Co Ltd,0.031775,2021/9/30
HK0000264884,CNE000000040,CNY,Ping An Bank Co Ltd,0.029143,2021/9/30
HK0000283223,,HKD,Country Garden Services Holdings Co Ltd,0.082987,2021/6/30
HK0000283223,,HKD,Tencent Holdings Ltd,0.074582,2021/6/30
HK0000283223,,HKD,WuXi Biologics (Cayman) Inc,0.047824,2021/6/30
HK0000283223,,HKD,Meituan,0.043789,2021/6/30
HK0000283223,,USD,Alibaba Group Holding Ltd ADR,0.03946,2021/6/30
HK0000283223,,HKD,Li Ning Co Ltd,0.035683,2021/6/30
HK0000283223,CNE100003PG4,HKD,Pharmaron Beijing Co Ltd Ordinary Shares - Class H,0.03432,2021/6/30
HK0000283223,,USD,Applied Materials Inc,0.033202,2021/6/30
HK0000283223,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.032655,2021/6/30
HK0000283223,HK0000069689,HKD,AIA Group Ltd,0.032431,2021/6/30
HK0000283249,,HKD,Country Garden Services Holdings Co Ltd,0.082987,2021/6/30
HK0000283249,,HKD,Tencent Holdings Ltd,0.074582,2021/6/30
HK0000283249,,HKD,WuXi Biologics (Cayman) Inc,0.047824,2021/6/30
HK0000283249,,HKD,Meituan,0.043789,2021/6/30
HK0000283249,,USD,Alibaba Group Holding Ltd ADR,0.03946,2021/6/30
HK0000283249,,HKD,Li Ning Co Ltd,0.035683,2021/6/30
HK0000283249,CNE100003PG4,HKD,Pharmaron Beijing Co Ltd Ordinary Shares - Class H,0.03432,2021/6/30
HK0000283249,,USD,Applied Materials Inc,0.033202,2021/6/30
HK0000283249,CNE1000002M1,HKD,China Merchants Bank Co Ltd Class H,0.032655,2021/6/30
HK0000283249,HK0000069689,HKD,AIA Group Ltd,0.032431,2021/6/30
HK0000284007,,USD,Egypt (Arab Republic of) 6.588,0.017672,2021/6/30
HK0000284007,,,Jinshine International (Reg) (Reg S) 4.5%,0.017486,2021/6/30
HK0000284007,,,Zhangzhou Jiulongjiang (Reg) (Regs) 5.6%,0.017341,2021/6/30
HK0000284007,XS2075937297,USD,Sunac China Holdings Limited 7.5%,0.017145,2021/6/30
HK0000284007,,,State Of Qatar Ser Regs (Reg S) 4.5%,0.016386,2021/6/30
HK0000284007,,,Bank Of Communication Hk (Reg)(Reg S) Var,0.016037,2021/6/30
HK0000284007,XS1207654853,USD,Armenia (Republic of) 7.15%,0.015942,2021/6/30
HK0000284007,,USD,Georgia (acting through the Ministry of Finance of Georgia) 2.75,0.015142,2021/6/30
HK0000284007,XS1662407862,USD,Iraq (Republic Of) 6.752%,0.015027,2021/6/30
HK0000284007,,,Citigroup Glob Mkt Fnd L Ser 388(Reg) (Reg S) 0% Conv,0.015,2021/6/30
HK0000284015,,USD,Egypt (Arab Republic of) 6.588,0.017672,2021/6/30
HK0000284015,,,Jinshine International (Reg) (Reg S) 4.5%,0.017486,2021/6/30
HK0000284015,,,Zhangzhou Jiulongjiang (Reg) (Regs) 5.6%,0.017341,2021/6/30
HK0000284015,XS2075937297,USD,Sunac China Holdings Limited 7.5%,0.017145,2021/6/30
HK0000284015,,,State Of Qatar Ser Regs (Reg S) 4.5%,0.016386,2021/6/30
HK0000284015,,,Bank Of Communication Hk (Reg)(Reg S) Var,0.016037,2021/6/30
HK0000284015,XS1207654853,USD,Armenia (Republic of) 7.15%,0.015942,2021/6/30
HK0000284015,,USD,Georgia (acting through the Ministry of Finance of Georgia) 2.75,0.015142,2021/6/30
HK0000284015,XS1662407862,USD,Iraq (Republic Of) 6.752%,0.015027,2021/6/30
HK0000284015,,,Citigroup Glob Mkt Fnd L Ser 388(Reg) (Reg S) 0% Conv,0.015,2021/6/30
HK0000294535,,USD,United States Treasury Bills 0%,0.030552,2021/6/30
HK0000294535,XS1857295320,JPY,Mitsubishi UFJ Securities Co Ltd,0.029515,2021/6/30
HK0000294535,,,European Investment Bank 3m S0.25 Q,0.023926,2021/6/30
HK0000294535,XS1442177561,USD,"Chongqing Nan'an Urban Construction & Development (Group) Co., Ltd. 3.62%",0.023886,2021/6/30
HK0000294535,,USD,7-Eleven Inc.,0.022919,2021/6/30
HK0000294535,XS1845139515,USD,CDBL Funding 2 2%,0.022917,2021/6/30
HK0000294535,XS1880450140,USD,Country Garden Holdings Company Limited 7.12%,0.019673,2021/6/30
HK0000294535,,USD,Citigroup Inc.,0.019367,2021/6/30
HK0000294535,,USD,Wells Fargo & Company,0.019355,2021/6/30
HK0000294535,XS1511610906,USD,Chalco Hong Kong Investment Company Limited 4.25%,0.019214,2021/6/30
HK0000301942,XS2188788140,USD,New Oriental Education and Technology Group Inc 2.125%,0.04188,2021/11/30
HK0000301942,XS2348238259,USD,China Hongqiao Group Limited 6.25%,0.03646,2021/11/30
HK0000301942,XS1713193586,USD,Vanke Real Estate (Hong Kong) Co Ltd 3.975%,0.030764,2021/11/30
HK0000301942,XS2357443410,USD,Gemdale Ever Prosperity Investment Limited 4.95%,0.028827,2021/11/30
HK0000301942,XS2238561794,USD,Fortune Star (BVI) Limited 5.95%,0.028149,2021/11/30
HK0000301942,,USD,Sands China Ltd 2.3%,0.028137,2021/11/30
HK0000301942,,USD,HSBC Holdings plc 6.25%,0.026189,2021/11/30
HK0000301942,XS2033262895,USD,Longfor Group Hldgs Ltd 3.95%,0.025832,2021/11/30
HK0000301942,XS2372975040,USD,China Ping An Insurance Overseas (Holdings) limited 2.85%,0.025448,2021/11/30
HK0000301942,,USD,Bank of China Limited 5%,0.024433,2021/11/30
HK0000306685,,HKD,Alibaba Group Holding Ltd,0.065991,2021/6/30
HK0000306685,,HKD,Tencent Holdings Ltd,0.0635,2021/6/30
HK0000306685,,USD,WuXi Biologics (Cayman) Inc ADR,0.05031,2021/6/30
